date,actual,forecast
2019-12-20 00:00:00,0.1,0.1
2020-01-24 00:00:00,-0.3,0.1
2020-02-21 00:00:00,0.7,0.4
2020-03-19 23:00:00,-0.2,0.1
2020-04-17 23:00:00,-7.4,-7.0
2020-05-21 23:00:00,-6.1,-5.5
2020-06-18 23:00:00,3.2,2.3
2020-07-23 23:00:00,3.0,2.1
2020-08-20 23:00:00,2.0,1.1
2020-09-18 23:00:00,1.4,1.3
2020-10-22 23:00:00,0.7,0.7
2020-11-20 00:00:00,0.8,0.7
2020-12-19 00:00:00,0.7,0.5
2021-01-29 00:00:00,0.4,0.3
2021-02-23 00:00:00,0.5,0.5
2021-03-18 23:00:00,-0.1,0.3
2021-04-22 23:00:00,1.3,1.0
2021-05-20 23:00:00,1.3,1.4
2021-06-17 23:00:00,1.2,1.3
2021-07-22 23:00:00,0.5,0.9
2021-08-19 23:00:00,0.8,0.8
2021-09-23 23:00:00,0.8,0.7
2021-10-21 23:00:00,0.7,0.4
2021-11-18 23:00:00,0.9,0.8
2021-12-21 00:00:00,0.7,0.8
2022-01-22 00:00:00,0.7,0.8
2022-02-19 00:00:00,-0.5,0.2
2022-03-18 23:00:00,0.6,0.3
2022-04-21 23:00:00,0.1,0.3
2022-05-19 23:00:00,-0.4,0.3
2022-06-17 23:00:00,-0.6,-0.4
2022-07-21 23:00:00,-0.7,-0.5
2022-08-18 23:00:00,-0.5,-0.5
2022-09-22 23:00:00,-0.3,-0.1
2022-10-20 23:00:00,-0.5,-0.3
2022-11-19 00:00:00,-0.8,-0.4
