date,actual,forecast
2001-03-01 18:00:00,5.1,
2001-04-01 18:00:00,-4.7,
2001-05-01 18:00:00,-2.9,
2001-06-01 18:00:00,2.7,
2001-07-01 18:00:00,-3.4,
2001-08-01 18:00:00,-0.2,
2001-09-01 18:00:00,-0.3,
2001-10-01 18:00:00,-7.9,
2001-11-01 18:00:00,9.1,
2001-12-01 18:00:00,4.5,
2002-01-01 18:00:00,6.1,
2002-02-01 18:00:00,-2.1,
2002-03-01 18:00:00,-0.3,
2002-04-01 18:00:00,-2.5,
2002-05-01 18:00:00,-0.1,
2002-06-01 18:00:00,-3.7,
2002-07-01 18:00:00,-0.7,
2002-08-01 18:00:00,1.8,
2002-09-01 18:00:00,1.2,
2002-10-01 18:00:00,1.1,
2002-11-01 18:00:00,-1.8,
2002-12-01 18:00:00,2.9,
2003-01-01 18:00:00,-0.7,
2003-02-01 18:00:00,2.2,
2003-03-01 18:00:00,-5.8,
2003-04-01 18:00:00,4.6,
2003-05-01 18:00:00,1.5,
2003-06-01 18:00:00,0.3,
2003-07-01 18:00:00,4.7,
2003-08-01 18:00:00,2.5,
2003-09-01 18:00:00,-5.4,
2003-10-01 18:00:00,0.3,
2003-11-01 18:00:00,2.1,
2003-12-01 18:00:00,0.0,
2004-01-01 18:00:00,-1.1,
2004-02-01 18:00:00,2.0,
2004-03-01 18:00:00,2.7,
2004-04-01 18:00:00,5.8,
2004-05-01 18:00:00,-2.7,
2004-06-01 18:00:00,3.6,
2004-07-01 18:00:00,-1.8,
2004-08-01 18:00:00,1.2,
2004-09-01 18:00:00,0.7,
2004-10-01 18:00:00,1.8,
2004-11-01 18:00:00,1.2,
2004-12-01 18:00:00,-1.5,
2005-01-01 18:00:00,0.3,
2005-02-01 18:00:00,-1.5,
2005-03-01 18:00:00,1.7,
2005-04-01 18:00:00,-0.4,
2005-05-01 18:00:00,2.6,
2005-06-01 18:00:00,-1.2,
2005-07-01 18:00:00,0.3,
2005-08-01 18:00:00,1.0,
2005-09-01 18:00:00,-0.6,
2005-10-01 18:00:00,-0.6,
2005-11-01 18:00:00,-2.0,
2005-12-01 18:00:00,-2.0,
2006-01-01 18:00:00,-2.0,
2006-02-01 18:00:00,0.1,
2006-03-01 18:00:00,-0.7,
2006-04-01 18:00:00,-1.7,
2006-05-01 18:00:00,-1.5,
2006-06-01 18:00:00,-1.1,
2006-07-01 18:00:00,-1.2,
2006-08-01 18:00:00,-1.9,
2006-09-01 18:00:00,-0.2,
2006-10-01 18:00:00,-1.1,
2006-11-01 18:00:00,-0.8,
2006-12-01 18:00:00,2.2,
2007-01-01 18:00:00,2.8,
2007-02-01 18:00:00,-4.5,
2007-03-01 18:00:00,0.7,
2007-04-01 18:00:00,-3.1,
2007-05-01 18:00:00,-3.5,
2007-06-01 18:00:00,-2.1,
2007-07-01 18:00:00,1.3,
2007-08-01 18:00:00,-7.3,
2007-09-01 18:00:00,-8.3,
2007-10-01 18:00:00,2.0,
2007-11-01 18:00:00,2.4,
2007-12-01 18:00:00,-0.8,
2008-01-01 18:00:00,-2.4,
2008-02-01 18:00:00,-1.5,
2008-03-07 00:00:00,0.0,-1.0
2008-04-08 23:00:00,-1.9,-0.8
2008-05-07 23:00:00,-1.0,-1.0
2008-06-10 00:00:00,6.3,-0.5
2008-07-08 23:00:00,-4.7,-2.4
2008-08-07 23:00:00,5.3,-1.0
2008-09-09 23:00:00,-3.2,-1.2
2008-10-08 23:00:00,7.4,-1.5
2008-11-08 00:00:00,-4.6,-3.4
2008-12-10 00:00:00,-0.7,-3.2
2009-01-07 00:00:00,-4.0,-0.8
2009-02-04 00:00:00,6.3,0.0
2009-03-04 00:00:00,-7.7,-3.0
2009-04-01 23:00:00,2.0,0.3
2009-05-04 23:00:00,3.2,0.1
2009-06-02 23:00:00,7.1,0.5
2009-07-01 23:00:00,0.8,1.7
2009-08-04 23:00:00,3.6,0.8
2009-09-01 23:00:00,3.2,1.8
2009-10-01 23:00:00,6.4,1.0
2009-11-03 00:00:00,6.0,0.4
2009-12-02 00:00:00,3.9,-0.5
2010-01-06 00:00:00,-16.4,-2.8
2010-02-03 00:00:00,0.8,1.0
2010-03-05 00:00:00,-7.8,1.7
2010-04-05 23:00:00,8.3,0.0
2010-05-04 23:00:00,7.1,5.0
2010-06-02 23:00:00,6.0,3.5
2010-07-01 23:00:00,-29.9,-12.5
2010-08-03 23:00:00,-2.8,-5.0
2010-09-02 23:00:00,4.5,0.0
2010-10-04 23:00:00,4.4,2.8
2010-11-06 01:30:00,-1.8,0.5
2010-12-03 00:00:00,10.1,-0.9
2010-12-31 00:00:00,3.1,2.1
2011-01-28 00:00:00,-3.2,0.8
2011-03-01 00:00:00,-2.8,-2.5
2011-03-28 23:00:00,0.7,0.3
2011-04-28 23:00:00,3.5,1.5
2011-05-27 23:00:00,-11.3,-1.0
2011-06-29 23:00:00,8.2,2.4
2011-07-28 23:00:00,2.4,-2.0
2011-08-29 23:00:00,-1.3,-1.0
2011-09-29 23:00:00,-1.2,-2.1
2011-10-27 23:00:00,-4.6,0.2
2011-12-01 00:00:00,10.4,1.2
2011-12-30 00:00:00,7.3,1.5
2012-01-26 00:00:00,-1.9,-1.0
2012-02-28 00:00:00,2.0,1.0
2012-03-26 23:00:00,0.4,1.0
2012-04-26 23:00:00,3.8,1.0
2012-05-30 23:00:00,-5.5,0.1
2012-06-27 23:00:00,5.4,1.0
2012-07-26 23:00:00,-1.4,0.2
2012-08-29 23:00:00,2.6,1.0
2012-09-27 23:00:00,-2.6,-0.7
2012-10-25 23:00:00,0.4,2.1
2012-11-30 00:00:00,5.0,0.8
2012-12-29 00:00:00,1.6,1.0
2013-01-29 00:00:00,-1.9,0.3
2013-02-28 00:00:00,3.8,1.5
2013-03-27 23:00:00,-1.0,-0.2
2013-04-29 23:00:00,1.5,1.0
2013-05-30 23:00:00,-0.5,1.1
2013-06-27 23:00:00,5.8,1.0
2013-07-29 23:00:00,-0.4,-1.0
2013-08-28 23:00:00,-1.4,-0.5
2013-09-26 23:00:00,-1.6,-1.0
2013-10-28 23:00:00,-4.6,0.1
2013-11-26 00:00:00,-1.2,1.3
2013-12-31 00:00:00,-0.3,1.0
2014-01-31 00:00:00,-5.8,0.3
2014-03-01 00:00:00,-0.2,2.0
2014-03-27 23:00:00,-0.5,0.3
2014-04-28 23:00:00,3.4,1.0
2014-05-29 23:00:00,0.5,1.0
2014-06-30 23:00:00,6.0,1.5
2014-07-28 23:00:00,-1.3,0.5
2014-08-28 23:00:00,3.2,0.5
2014-09-29 23:00:00,-1.0,-0.1
2014-10-27 23:00:00,0.6,0.5
2014-11-27 00:00:00,-1.1,0.9
2015-01-01 00:00:00,0.6,0.6
2015-01-30 00:00:00,-1.5,0.5
2015-02-28 00:00:00,1.2,2.0
2015-03-30 23:00:00,3.6,0.4
2015-04-29 23:00:00,1.2,1.0
2015-05-28 23:00:00,2.7,0.9
2015-06-29 23:00:00,0.6,1.2
2015-07-29 23:00:00,-1.7,1.0
2015-08-27 23:00:00,0.5,1.0
2015-09-28 23:00:00,-1.4,0.4
2015-10-29 23:00:00,-1.6,1.0
2015-12-01 00:00:00,0.4,1.5
2015-12-31 00:00:00,-1.1,0.5
2016-01-29 00:00:00,0.9,0.8
2016-03-01 00:00:00,-3.0,0.5
2016-03-28 23:00:00,3.4,1.0
2016-04-27 23:00:00,1.6,0.5
2016-05-26 23:00:00,3.9,0.6
2016-06-29 23:00:00,-3.7,-1.1
2016-07-27 23:00:00,-0.8,1.4
2016-08-31 23:00:00,1.2,0.6
2016-09-29 23:00:00,-2.5,0.3
2016-10-27 23:00:00,1.4,1.2
2016-12-01 00:00:00,0.1,0.2
2016-12-29 00:00:00,-2.5,0.5
2017-01-31 00:00:00,0.8,1.1
