date,actual,forecast
1997-08-01 18:00:00,50.9,
1997-09-01 18:00:00,53.3,
1997-10-01 18:00:00,53.1,
1997-11-01 18:00:00,53.1,
1997-12-01 18:00:00,54.3,
1998-01-01 18:00:00,54.9,
1998-02-01 18:00:00,52.7,
1998-03-01 18:00:00,51.6,
1998-04-01 18:00:00,47.9,
1998-05-01 18:00:00,46.8,
1998-06-01 18:00:00,47.2,
1998-07-01 18:00:00,45.5,
1998-08-01 18:00:00,47.0,
1998-09-01 18:00:00,47.9,
1998-10-01 18:00:00,46.2,
1998-11-01 18:00:00,49.3,
1998-12-01 18:00:00,47.3,
1999-01-01 18:00:00,48.5,
1999-02-01 18:00:00,47.0,
1999-03-01 18:00:00,45.5,
1999-04-01 18:00:00,48.9,
1999-05-01 18:00:00,51.4,
1999-06-01 18:00:00,52.9,
1999-07-01 18:00:00,53.2,
1999-08-01 18:00:00,57.7,
1999-09-01 18:00:00,58.9,
1999-10-01 18:00:00,64.2,
1999-11-01 18:00:00,58.9,
1999-12-01 18:00:00,61.0,
2000-01-01 18:00:00,60.5,
2000-02-01 18:00:00,61.4,
2000-03-01 18:00:00,66.5,
2000-04-01 18:00:00,68.6,
2000-05-01 18:00:00,65.0,
2000-06-01 18:00:00,64.2,
2000-07-01 18:00:00,65.0,
2000-08-01 18:00:00,62.1,
2000-09-01 18:00:00,59.2,
2000-10-01 18:00:00,62.1,
2000-11-01 18:00:00,63.7,
2000-12-01 18:00:00,60.9,
2001-01-01 18:00:00,63.5,
2001-02-01 18:00:00,61.8,
2001-03-01 18:00:00,58.1,
2001-04-01 18:00:00,55.8,
2001-05-01 18:00:00,53.8,
2001-06-01 18:00:00,58.5,
2001-07-01 18:00:00,54.5,
2001-08-01 18:00:00,49.9,
2001-09-01 18:00:00,48.9,
2001-10-01 18:00:00,50.2,
2001-11-01 18:00:00,43.4,
2001-12-01 18:00:00,41.3,
2002-01-01 18:00:00,42.3,
2002-02-01 18:00:00,48.8,
2002-03-01 18:00:00,47.6,
2002-04-01 18:00:00,49.2,
2002-05-01 18:00:00,53.7,
2002-06-01 18:00:00,55.2,
2002-07-01 18:00:00,53.1,
2002-08-01 18:00:00,60.5,
2002-09-01 18:00:00,55.1,
2002-10-01 18:00:00,53.4,
2002-11-01 18:00:00,56.1,
2002-12-01 18:00:00,57.6,
2003-01-01 18:00:00,56.5,
2003-02-01 18:00:00,58.0,
2003-03-01 18:00:00,60.5,
2003-04-01 18:00:00,59.4,
2003-05-01 18:00:00,55.7,
2003-06-01 18:00:00,50.0,
2003-07-01 18:00:00,52.3,
2003-08-01 18:00:00,51.4,
2003-09-01 18:00:00,56.1,
2003-10-01 18:00:00,59.5,
2003-11-01 18:00:00,57.2,
2003-12-01 18:00:00,58.5,
2004-01-01 18:00:00,61.1,
2004-02-01 18:00:00,62.2,
2004-03-01 18:00:00,59.5,
2004-04-01 18:00:00,65.0,
2004-05-01 18:00:00,68.6,
2004-06-01 18:00:00,71.0,
2004-07-01 18:00:00,74.2,
2004-08-01 18:00:00,71.9,
2004-09-01 18:00:00,70.9,
2004-10-01 18:00:00,67.0,
2004-11-01 18:00:00,72.8,
2004-12-01 18:00:00,70.6,
2005-01-01 18:00:00,71.3,
2005-02-01 18:00:00,69.1,
2005-03-01 18:00:00,69.7,
2005-04-01 18:00:00,65.6,
2005-05-01 18:00:00,62.4,
2005-06-01 18:00:00,57.6,
2005-07-01 18:00:00,58.4,
2005-08-01 18:00:00,65.8,
2005-09-01 18:00:00,66.1,
2005-10-01 18:00:00,83.5,
2005-11-01 18:00:00,79.2,
2005-12-01 18:00:00,72.6,
2006-01-01 18:00:00,68.9,
2006-02-01 18:00:00,69.9,
2006-03-01 18:00:00,67.8,
2006-04-01 18:00:00,60.1,
2006-05-01 18:00:00,68.5,
2006-06-01 18:00:00,70.5,
2006-07-01 18:00:00,69.0,
2006-08-01 18:00:00,70.6,
2006-09-01 18:00:00,72.2,
2006-10-01 18:00:00,60.6,
2006-11-01 18:00:00,56.5,
2006-12-01 18:00:00,56.7,
2007-01-01 18:00:00,60.5,
2007-02-01 18:00:00,56.8,
2007-03-01 18:00:00,54.7,
2007-04-01 18:00:00,61.9,
2007-05-01 18:00:00,62.1,
2007-06-01 18:00:00,63.2,
2007-07-01 18:00:00,61.9,
2007-08-01 18:00:00,60.3,
2007-09-01 18:00:00,59.9,
2007-10-01 18:00:00,68.6,
2007-11-01 18:00:00,69.2,
2007-12-01 18:00:00,75.3,
2008-01-01 18:00:00,73.4,
2008-02-01 18:00:00,71.4,
2008-03-01 18:00:00,68.8,
2008-04-01 18:00:00,69.8,
2008-05-01 18:00:00,70.8,
2008-06-01 18:00:00,75.0,
2008-07-01 18:00:00,79.7,
2008-08-01 18:00:00,78.3,
2008-09-01 18:00:00,74.8,
2008-10-01 18:00:00,72.4,
2008-11-01 18:00:00,56.3,
2008-12-01 18:00:00,37.3,
2009-01-01 18:00:00,36.8,
2009-02-01 18:00:00,41.6,
2009-03-01 18:00:00,47.6,
2009-04-01 18:00:00,38.7,
2009-05-01 18:00:00,40.3,
2009-06-01 18:00:00,47.5,
2009-07-01 18:00:00,54.5,
2009-08-01 18:00:00,42.7,
2009-09-01 18:00:00,61.6,
2009-10-01 18:00:00,49.1,
2009-11-01 18:00:00,52.7,
2009-12-01 18:00:00,58.1,
2010-01-01 18:00:00,58.5,
2010-02-01 18:00:00,59.5,
2010-03-01 18:00:00,58.7,
2010-04-01 18:00:00,60.7,
2010-05-01 18:00:00,64.0,
2010-06-01 18:00:00,60.0,
2010-07-01 18:00:00,56.8,
2010-08-01 18:00:00,56.0,
2010-09-01 18:00:00,58.3,
2010-10-01 18:00:00,60.3,
2010-11-01 18:00:00,69.7,
2010-12-01 18:00:00,65.4,
2011-01-01 18:00:00,69.2,
2011-02-01 18:00:00,70.2,
2011-03-01 18:00:00,70.6,
2011-04-01 18:00:00,70.5,
2011-05-01 18:00:00,71.1,
2011-06-01 18:00:00,70.3,
2011-07-01 18:00:00,62.3,
2011-08-01 18:00:00,60.4,
2011-09-01 18:00:00,60.8,
2011-10-01 18:00:00,61.3,
2011-11-01 18:00:00,58.4,
2011-12-01 18:00:00,63.5,
2012-01-01 18:00:00,62.0,
2012-02-01 18:00:00,61.5,
2012-03-01 18:00:00,66.8,
2012-04-01 18:00:00,64.8,
2012-05-01 18:00:00,56.5,
2012-06-01 18:00:00,53.0,
2012-07-01 18:00:00,49.8,
2012-08-01 18:00:00,54.9,
2012-09-01 18:00:00,61.7,
2012-10-01 18:00:00,66.1,
2012-11-01 18:00:00,62.0,
2012-12-01 18:00:00,58.2,
2013-01-01 18:00:00,56.4,
2013-02-01 18:00:00,57.1,
2013-03-01 18:00:00,60.3,
2013-04-01 18:00:00,56.1,
2013-05-01 18:00:00,52.5,
2013-06-01 18:00:00,53.3,
2013-07-01 18:00:00,55.3,
2013-08-01 18:00:00,57.5,
2013-09-01 18:00:00,53.1,
2013-10-01 18:00:00,56.9,
2013-11-01 18:00:00,56.9,
2013-12-01 18:00:00,52.2,
2014-01-07 00:00:00,54.7,
2014-02-06 00:00:00,57.1,54.5
2014-03-06 00:00:00,53.7,
2014-04-03 23:00:00,58.3,
2014-05-05 23:00:00,60.8,
2014-06-04 23:00:00,61.4,
2014-07-03 23:00:00,61.2,
2014-08-05 23:00:00,60.9,
2014-09-04 23:00:00,57.7,
2014-10-03 23:00:00,55.2,
2014-11-06 00:00:00,52.1,54.0
2014-12-04 00:00:00,54.4,
2015-01-07 00:00:00,49.5,
2015-02-05 00:00:00,45.5,
2015-03-05 00:00:00,49.7,
2015-04-06 23:00:00,52.4,
2015-05-05 23:00:00,50.1,
2015-06-03 23:00:00,55.9,
2015-07-06 23:00:00,53.0,
2015-08-05 23:00:00,53.7,
