date,actual,forecast
1970-01-01 18:00:00,6.2,
1970-02-01 18:00:00,6.2,
1970-03-01 18:00:00,6.1,
1970-04-01 18:00:00,6.1,
1970-05-01 18:00:00,5.8,
1970-06-01 18:00:00,6.0,
1970-07-01 18:00:00,6.5,
1970-08-01 18:00:00,6.2,
1970-09-01 18:00:00,6.2,
1970-10-01 18:00:00,6.2,
1970-11-01 18:00:00,6.4,
1970-12-01 18:00:00,6.6,
1971-01-01 18:00:00,6.6,
1971-02-01 18:00:00,6.3,
1971-03-01 18:00:00,5.8,
1971-04-01 18:00:00,5.2,
1971-05-01 18:00:00,5.0,
1971-06-01 18:00:00,5.2,
1971-07-01 18:00:00,4.9,
1971-08-01 18:00:00,4.9,
1971-09-01 18:00:00,4.6,
1971-10-01 18:00:00,4.4,
1971-11-01 18:00:00,3.8,
1971-12-01 18:00:00,3.3,
1972-01-01 18:00:00,3.1,
1972-02-01 18:00:00,3.1,
1972-03-01 18:00:00,3.3,
1972-04-01 18:00:00,3.3,
1972-05-01 18:00:00,3.3,
1972-06-01 18:00:00,3.1,
1972-07-01 18:00:00,2.8,
1972-08-01 18:00:00,2.8,
1972-09-01 18:00:00,3.3,
1972-10-01 18:00:00,2.8,
1972-11-01 18:00:00,3.0,
1972-12-01 18:00:00,3.0,
1973-01-01 18:00:00,3.0,
1973-02-01 18:00:00,2.8,
1973-03-01 18:00:00,2.8,
1973-04-01 18:00:00,3.0,
1973-05-01 18:00:00,3.2,
1973-06-01 18:00:00,3.2,
1973-07-01 18:00:00,3.2,
1973-08-01 18:00:00,3.2,
1973-09-01 18:00:00,3.2,
1973-10-01 18:00:00,3.8,
1973-11-01 18:00:00,4.3,
1973-12-01 18:00:00,4.5,
1974-01-01 18:00:00,4.7,
1974-02-01 18:00:00,4.9,
1974-03-01 18:00:00,5.4,
1974-04-01 18:00:00,5.8,
1974-05-01 18:00:00,6.2,
1974-06-01 18:00:00,6.8,
1974-07-01 18:00:00,7.9,
1974-08-01 18:00:00,8.8,
1974-09-01 18:00:00,9.6,
1974-10-01 18:00:00,10.2,
1974-11-01 18:00:00,10.6,
1974-12-01 18:00:00,11.2,
1975-01-01 18:00:00,11.1,
1975-02-01 18:00:00,11.5,
1975-03-01 18:00:00,11.7,
1975-04-01 18:00:00,11.4,
1975-05-01 18:00:00,11.3,
1975-06-01 18:00:00,10.5,
1975-07-01 18:00:00,9.6,
1975-08-01 18:00:00,9.1,
1975-09-01 18:00:00,8.2,
1975-10-01 18:00:00,7.7,
1975-11-01 18:00:00,7.0,
1975-12-01 18:00:00,6.8,
1976-01-01 18:00:00,6.7,
1976-02-01 18:00:00,6.7,
1976-03-01 18:00:00,6.5,
1976-04-01 18:00:00,6.6,
1976-05-01 18:00:00,6.4,
1976-06-01 18:00:00,6.5,
1976-07-01 18:00:00,6.5,
1976-08-01 18:00:00,6.7,
1976-09-01 18:00:00,6.8,
1976-10-01 18:00:00,6.8,
1976-11-01 18:00:00,6.7,
