date,actual,forecast
2009-10-01 18:00:00,62.9,
2014-09-05 21:30:00,62.8,
2014-10-03 21:30:00,62.7,
2014-11-07 22:30:00,62.8,
2014-12-05 22:30:00,62.9,
2015-01-09 22:30:00,62.7,
2015-02-06 22:30:00,62.9,
2015-03-06 22:30:00,62.8,
2015-04-03 21:30:00,62.7,
2015-05-08 21:30:00,62.8,
2015-06-05 21:30:00,62.9,
2015-07-02 21:30:00,62.6,
2015-08-07 21:30:00,62.6,
2015-09-04 21:30:00,62.6,
2015-10-02 21:30:00,62.4,
2015-11-06 22:30:00,62.4,
2015-12-04 22:30:00,62.5,62.4
2016-01-08 22:30:00,62.6,
2016-02-05 22:30:00,62.7,
2016-03-04 22:30:00,62.9,
2016-04-01 21:30:00,63.0,
2016-05-06 21:30:00,62.8,
2016-06-03 21:30:00,62.6,
2016-07-08 21:30:00,62.7,
2016-08-05 21:30:00,62.8,
2016-09-02 21:30:00,62.8,
2016-10-07 21:30:00,62.9,
2016-11-04 21:30:00,62.8,
2016-12-02 22:30:00,62.6,
2017-01-06 22:30:00,62.7,
2017-02-03 22:30:00,62.9,
2017-03-10 22:30:00,63.0,
2017-04-07 21:30:00,63.0,
2017-05-05 21:30:00,62.9,
2017-06-02 21:30:00,62.7,
2017-07-07 21:30:00,62.8,
2017-08-04 21:30:00,62.9,
2017-09-01 21:30:00,62.9,
2017-10-06 21:30:00,63.1,
2017-11-03 21:30:00,62.7,
2017-12-08 22:30:00,62.7,
2018-01-05 22:30:00,62.7,
2018-02-02 22:30:00,62.7,
2018-03-09 22:30:00,63.0,
2018-04-06 21:30:00,62.9,
2018-05-04 21:30:00,62.8,
2018-06-01 21:30:00,62.7,
2018-07-06 21:30:00,62.9,
2018-08-03 21:30:00,62.9,
2018-09-07 21:30:00,62.7,
2018-10-05 21:30:00,62.7,
2018-11-02 21:30:00,62.9,
2018-12-07 22:30:00,62.9,
2019-01-04 22:30:00,63.1,
2019-02-01 22:30:00,63.2,
2019-03-08 22:30:00,63.2,
2019-04-05 21:30:00,63.0,
2019-05-03 21:30:00,62.8,62.9
2019-06-07 21:30:00,62.8,
2019-07-05 21:30:00,62.9,
2019-08-02 21:30:00,63.0,
2019-09-06 21:30:00,63.2,
2019-10-04 21:30:00,63.2,
2019-11-01 21:30:00,63.3,63.2
2019-12-06 22:30:00,63.2,63.3
2020-01-10 22:30:00,63.2,63.2
2020-02-07 22:30:00,63.4,63.1
2020-03-06 22:30:00,63.4,
2020-04-03 21:30:00,62.7,63.3
2020-05-08 21:30:00,60.2,
2020-06-05 21:30:00,60.8,
2020-07-02 21:30:00,61.5,
2020-08-07 21:30:00,61.4,
2020-09-04 21:30:00,61.7,
2020-10-02 21:30:00,61.4,
2020-11-06 22:30:00,61.7,
2020-12-04 22:30:00,61.5,
2021-01-08 22:30:00,61.5,
2021-02-05 22:30:00,61.4,
2021-03-05 22:30:00,61.4,
2021-04-02 21:30:00,61.5,
2021-05-07 21:30:00,61.7,
2021-06-04 21:30:00,61.6,
2021-07-02 21:30:00,61.6,
2021-08-06 21:30:00,61.7,
2021-09-03 21:30:00,61.7,
2021-10-08 21:30:00,61.6,
2021-11-05 21:30:00,61.6,
2021-12-03 22:30:00,61.9,
2022-01-07 22:30:00,61.9,
2022-02-04 22:30:00,62.2,
2022-03-04 22:30:00,62.3,
2022-04-01 21:30:00,62.4,
2022-05-06 21:30:00,62.2,
2022-06-03 21:30:00,62.3,
2022-07-08 21:30:00,62.2,
2022-08-05 21:30:00,62.1,
